Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Total Profit
Foot Locker,1185732,23-12-2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,275,123750,37125,0.3,Outlet,37125
Foot Locker,1185732,24-12-2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,45,225,101250,30375,0.3,Outlet,30375
Foot Locker,1185732,25-12-2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,45,175,78750,27563,0.4,Outlet,31500
Foot Locker,1185732,26-12-2020,Midwest,Minnesota,Minneapolis,Men's Apparel,55,175,96250,28875,0.3,Outlet,28875
Foot Locker,1185732,27-12-2020,Midwest,Minnesota,Minneapolis,Women's Apparel,60,275,165000,74250,0.5,Outlet,82500
Kohl's,1189833,28-12-2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,35,475,166250,74813,0.5,Outlet,83125
Kohl's,1189833,29-12-2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,475,213750,64125,0.3,Outlet,64125
Kohl's,1189833,30-12-2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,45,475,213750,96188,0.5,Outlet,106875
Kohl's,1189833,31-12-2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,45,325,146250,58500,0.4,Outlet,58500
Kohl's,1189833,01-01-2021,Midwest,Montana,Billings,Men's Apparel,50,275,137500,82500,0.6,Outlet,82500
Kohl's,1189833,02-01-2021,Midwest,Montana,Billings,Women's Apparel,45,475,213750,53438,0.3,Outlet,64125
Kohl's,1189833,03-01-2021,Midwest,Montana,Billings,Men's Street Footwear,35,525,183750,82688,0.5,Outlet,91875
Kohl's,1189833,04-01-2021,Midwest,Montana,Billings,Men's Athletic Footwear,45,425,191250,57375,0.3,Outlet,57375
Kohl's,1189833,05-01-2021,Midwest,Montana,Billings,Women's Street Footwear,45,450,202500,91125,0.5,Outlet,101250
Kohl's,1189833,06-01-2021,Midwest,Montana,Billings,Women's Athletic Footwear,45,300,135000,54000,0.4,Outlet,54000
Kohl's,1189833,07-01-2021,Midwest,Montana,Billings,Men's Apparel,50,225,112500,67500,0.6,Outlet,67500
Kohl's,1189833,08-01-2021,Midwest,Montana,Billings,Women's Apparel,45,425,191250,47813,0.3,Outlet,57375
Kohl's,1189833,09-01-2021,Midwest,Montana,Billings,Men's Street Footwear,35,575,201250,90563,0.5,Outlet,100625
Kohl's,1189833,10-01-2021,Midwest,Montana,Billings,Men's Athletic Footwear,45,425,191250,57375,0.3,Outlet,57375
Kohl's,1189833,11-01-2021,Midwest,Montana,Billings,Women's Street Footwear,45,425,191250,86063,0.5,Outlet,95625
Kohl's,1189833,12-01-2021,Midwest,Montana,Billings,Women's Athletic Footwear,45,325,146250,58500,0.4,Outlet,58500
Kohl's,1189833,13-01-2021,Midwest,Montana,Billings,Men's Apparel,50,200,100000,60000,0.6,Outlet,60000
Kohl's,1189833,14-01-2021,Midwest,Montana,Billings,Women's Apparel,45,400,180000,45000,0.3,Outlet,54000
Kohl's,1189833,15-01-2021,Midwest,Montana,Billings,Men's Street Footwear,45,575,258750,116438,0.5,Outlet,129375
Kohl's,1189833,16-01-2021,Midwest,Montana,Billings,Men's Athletic Footwear,45,375,168750,50625,0.3,Outlet,50625
Kohl's,1189833,17-01-2021,Midwest,Montana,Billings,Women's Street Footwear,45,400,180000,81000,0.5,Outlet,90000
Kohl's,1189833,18-01-2021,Midwest,Montana,Billings,Women's Athletic Footwear,40,300,120000,48000,0.4,Outlet,48000
Kohl's,1189833,19-01-2021,Midwest,Montana,Billings,Men's Apparel,45,200,90000,54000,0.6,Outlet,54000
Kohl's,1189833,20-01-2021,Midwest,Montana,Billings,Women's Apparel,60,375,225000,56250,0.3,Outlet,67500
Kohl's,1189833,21-01-2021,Midwest,Montana,Billings,Men's Street Footwear,40,575,230000,103500,0.5,Outlet,115000
Kohl's,1189833,22-01-2021,Midwest,Montana,Billings,Men's Athletic Footwear,45,425,191250,57375,0.3,Outlet,57375
Kohl's,1189833,23-01-2021,Midwest,Montana,Billings,Women's Street Footwear,45,425,191250,86063,0.5,Outlet,95625
Kohl's,1189833,24-01-2021,Midwest,Montana,Billings,Women's Athletic Footwear,40,325,130000,52000,0.4,Outlet,52000
Kohl's,1189833,25-01-2021,Midwest,Montana,Billings,Men's Apparel,45,225,101250,60750,0.6,Outlet,60750
Kohl's,1189833,26-01-2021,Midwest,Montana,Billings,Women's Apparel,60,400,240000,60000,0.3,Outlet,72000
Kohl's,1189833,27-01-2021,Midwest,Montana,Billings,Men's Street Footwear,40,675,270000,121500,0.5,Outlet,135000
Kohl's,1189833,28-01-2021,Midwest,Montana,Billings,Men's Athletic Footwear,45,525,236250,70875,0.3,Outlet,70875
Kohl's,1189833,29-01-2021,Midwest,Montana,Billings,Women's Street Footwear,45,550,247500,111375,0.5,Outlet,123750
Kohl's,1189833,30-01-2021,Midwest,Montana,Billings,Women's Athletic Footwear,40,425,170000,68000,0.4,Outlet,68000
Kohl's,1189833,31-01-2021,Midwest,Montana,Billings,Men's Apparel,45,300,135000,81000,0.6,Outlet,81000
Kohl's,1189833,01-02-2021,Midwest,Montana,Billings,Women's Apparel,60,600,360000,90000,0.3,Outlet,108000
Kohl's,1189833,02-02-2021,Midwest,Montana,Billings,Men's Street Footwear,40,750,300000,135000,0.5,Outlet,150000
Kohl's,1189833,03-02-2021,Midwest,Montana,Billings,Men's Athletic Footwear,45,600,270000,81000,0.3,Outlet,81000
Kohl's,1189833,04-02-2021,Midwest,Montana,Billings,Women's Street Footwear,45,550,247500,111375,0.5,Outlet,123750
Kohl's,1189833,05-02-2021,Midwest,Montana,Billings,Women's Athletic Footwear,40,450,180000,72000,0.4,Outlet,72000
Kohl's,1189833,06-02-2021,Midwest,Montana,Billings,Men's Apparel,45,475,213750,128250,0.6,Outlet,128250
Kohl's,1189833,07-02-2021,Midwest,Montana,Billings,Women's Apparel,60,475,285000,71250,0.3,Outlet,85500
Kohl's,1189833,08-02-2021,Midwest,Montana,Billings,Men's Street Footwear,45,675,303750,136688,0.5,Outlet,151875
Kohl's,1189833,09-02-2021,Midwest,Montana,Billings,Men's Athletic Footwear,55,625,343750,103125,0.3,Outlet,103125
Kohl's,1189833,10-02-2021,Midwest,Montana,Billings,Women's Street Footwear,50,500,250000,112500,0.5,Outlet,125000
Kohl's,1189833,11-02-2021,Midwest,Montana,Billings,Women's Athletic Footwear,45,425,191250,76500,0.4,Outlet,76500
Kohl's,1189833,12-02-2021,Midwest,Montana,Billings,Men's Apparel,55,425,233750,140250,0.6,Outlet,140250
Kohl's,1189833,13-02-2021,Midwest,Montana,Billings,Women's Apparel,60,400,240000,60000,0.3,Outlet,72000
Kohl's,1189833,14-02-2021,Midwest,Montana,Billings,Men's Street Footwear,45,600,270000,121500,0.5,Outlet,135000
Kohl's,1189833,15-02-2021,Midwest,Montana,Billings,Men's Athletic Footwear,50,600,300000,90000,0.3,Outlet,90000
Kohl's,1189833,16-02-2021,Midwest,Montana,Billings,Women's Street Footwear,45,450,202500,91125,0.5,Outlet,101250
Kohl's,1189833,17-02-2021,Midwest,Montana,Billings,Women's Athletic Footwear,45,400,180000,72000,0.4,Outlet,72000
Kohl's,1189833,18-02-2021,Midwest,Montana,Billings,Men's Apparel,55,400,220000,132000,0.6,Outlet,132000
Kohl's,1189833,19-02-2021,Midwest,Montana,Billings,Women's Apparel,60,450,270000,67500,0.3,Outlet,81000
Kohl's,1189833,20-02-2021,Midwest,Montana,Billings,Men's Street Footwear,45,550,247500,111375,0.5,Outlet,123750
Kohl's,1189833,21-02-2021,Midwest,Montana,Billings,Men's Athletic Footwear,50,550,275000,82500,0.3,Outlet,82500
Kohl's,1189833,22-02-2021,Midwest,Montana,Billings,Women's Street Footwear,45,400,180000,81000,0.5,Outlet,90000
Kohl's,1189833,23-02-2021,Midwest,Montana,Billings,Women's Athletic Footwear,45,375,168750,67500,0.4,Outlet,67500
Kohl's,1189833,24-02-2021,Midwest,Montana,Billings,Men's Apparel,55,350,192500,115500,0.6,Outlet,115500
Kohl's,1189833,25-02-2021,Midwest,Montana,Billings,Women's Apparel,60,400,240000,60000,0.3,Outlet,72000
Kohl's,1189833,26-02-2021,Midwest,Montana,Billings,Men's Street Footwear,40,575,230000,103500,0.5,Outlet,115000
Kohl's,1189833,27-02-2021,Midwest,Montana,Billings,Men's Athletic Footwear,45,575,258750,77625,0.3,Outlet,77625
Kohl's,1189833,28-02-2021,Midwest,Montana,Billings,Women's Street Footwear,40,425,170000,76500,0.5,Outlet,85000
Kohl's,1189833,01-03-2021,Midwest,Montana,Billings,Women's Athletic Footwear,40,425,170000,68000,0.4,Outlet,68000
Kohl's,1189833,02-03-2021,Midwest,Montana,Billings,Men's Apparel,55,375,206250,123750,0.6,Outlet,123750
Kohl's,1189833,03-03-2021,Midwest,Montana,Billings,Women's Apparel,60,475,285000,71250,0.3,Outlet,85500
Kohl's,1189833,04-03-2021,Midwest,Montana,Billings,Men's Street Footwear,45,675,303750,136688,0.5,Outlet,151875
Kohl's,1189833,05-03-2021,Midwest,Montana,Billings,Men's Athletic Footwear,50,675,337500,101250,0.3,Outlet,101250
Kohl's,1189833,06-03-2021,Midwest,Montana,Billings,Women's Street Footwear,45,475,213750,96188,0.5,Outlet,106875
Kohl's,1189833,07-03-2021,Midwest,Montana,Billings,Women's Athletic Footwear,45,475,213750,85500,0.4,Outlet,85500
Kohl's,1189833,08-03-2021,Midwest,Montana,Billings,Men's Apparel,55,400,220000,132000,0.6,Outlet,132000
Kohl's,1189833,09-03-2021,Midwest,Montana,Billings,Women's Apparel,60,500,300000,75000,0.3,Outlet,90000
Sports Direct,1197831,10-03-2021,Midwest,Montana,Billings,Men's Street Footwear,20,700,140000,49000,0.4,Outlet,56000
Sports Direct,1197831,11-03-2021,Midwest,Montana,Billings,Men's Athletic Footwear,30,700,210000,73500,0.4,Outlet,84000
Sports Direct,1197831,12-03-2021,Midwest,Montana,Billings,Women's Street Footwear,30,500,150000,52500,0.4,Outlet,60000
Sports Direct,1197831,13-03-2021,Midwest,Montana,Billings,Women's Athletic Footwear,35,500,175000,78750,0.5,Outlet,87500
Sports Direct,1197831,14-03-2021,South,Tennessee,Knoxville,Men's Apparel,40,350,140000,42000,0.3,Outlet,42000
Sports Direct,1197831,15-03-2021,South,Tennessee,Knoxville,Women's Apparel,35,500,175000,87500,0.5,Outlet,87500
Sports Direct,1197831,16-03-2021,South,Tennessee,Knoxville,Men's Street Footwear,25,650,162500,56875,0.4,Outlet,65000
Sports Direct,1197831,17-03-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,35,625,218750,76563,0.4,Outlet,87500
Sports Direct,1197831,18-03-2021,South,Tennessee,Knoxville,Women's Street Footwear,35,450,157500,55125,0.4,Outlet,63000
Sports Direct,1197831,19-03-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,35,400,140000,63000,0.5,Outlet,70000
Sports Direct,1197831,20-03-2021,South,Tennessee,Knoxville,Men's Apparel,40,275,110000,33000,0.3,Outlet,33000
Sports Direct,1197831,21-03-2021,South,Tennessee,Knoxville,Women's Apparel,35,475,166250,83125,0.5,Outlet,83125
Sports Direct,1197831,22-03-2021,South,Tennessee,Knoxville,Men's Street Footwear,30,650,195000,78000,0.4,Outlet,78000
Sports Direct,1197831,23-03-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,40,650,260000,104000,0.4,Outlet,104000
Sports Direct,1197831,24-03-2021,South,Tennessee,Knoxville,Women's Street Footwear,30,475,142500,57000,0.4,Outlet,57000
Sports Direct,1197831,25-03-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,35,375,131250,65625,0.5,Outlet,65625
Sports Direct,1197831,26-03-2021,South,Tennessee,Knoxville,Men's Apparel,40,275,110000,38500,0.4,Outlet,44000
Sports Direct,1197831,27-03-2021,South,Tennessee,Knoxville,Women's Apparel,35,425,148750,81813,0.6,Outlet,89250
Sports Direct,1197831,28-03-2021,South,Tennessee,Knoxville,Men's Street Footwear,20,675,135000,54000,0.4,Outlet,54000
Sports Direct,1197831,29-03-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,25,675,168750,67500,0.4,Outlet,67500
Sports Direct,1197831,30-03-2021,South,Tennessee,Knoxville,Women's Street Footwear,20,500,100000,40000,0.4,Outlet,40000
Sports Direct,1197831,31-03-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,25,400,100000,50000,0.5,Outlet,50000
Sports Direct,1197831,01-04-2021,South,Tennessee,Knoxville,Men's Apparel,30,300,90000,31500,0.4,Outlet,36000
Sports Direct,1197831,02-04-2021,South,Tennessee,Knoxville,Women's Apparel,25,575,143750,79063,0.6,Outlet,86250
Sports Direct,1197831,03-04-2021,South,Tennessee,Knoxville,Men's Street Footwear,15,725,108750,43500,0.4,Outlet,43500
Sports Direct,1197831,04-04-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,25,750,187500,75000,0.4,Outlet,75000
Sports Direct,1197831,05-04-2021,South,Tennessee,Knoxville,Women's Street Footwear,20,600,120000,48000,0.4,Outlet,48000
Sports Direct,1197831,06-04-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,30,525,157500,78750,0.5,Outlet,78750
Sports Direct,1197831,07-04-2021,South,Tennessee,Knoxville,Men's Apparel,45,425,191250,66938,0.4,Outlet,76500
Sports Direct,1197831,08-04-2021,South,Tennessee,Knoxville,Women's Apparel,40,775,310000,170500,0.6,Outlet,186000
Sports Direct,1197831,09-04-2021,South,Tennessee,Knoxville,Men's Street Footwear,40,775,310000,124000,0.4,Outlet,124000
Sports Direct,1197831,10-04-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,45,775,348750,139500,0.4,Outlet,139500
Sports Direct,1197831,11-04-2021,South,Tennessee,Knoxville,Women's Street Footwear,40,650,260000,104000,0.4,Outlet,104000
Sports Direct,1197831,12-04-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,40,600,240000,120000,0.5,Outlet,120000
Sports Direct,1197831,13-04-2021,South,Tennessee,Knoxville,Men's Apparel,45,500,225000,78750,0.4,Outlet,90000
Sports Direct,1197831,14-04-2021,South,Tennessee,Knoxville,Women's Apparel,50,875,437500,240625,0.6,Outlet,262500
Sports Direct,1197831,15-04-2021,South,Tennessee,Knoxville,Men's Street Footwear,40,825,330000,148500,0.5,Outlet,165000
Sports Direct,1197831,16-04-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,45,825,371250,167063,0.5,Outlet,185625
Sports Direct,1197831,17-04-2021,South,Tennessee,Knoxville,Women's Street Footwear,40,975,390000,175500,0.5,Outlet,195000
Sports Direct,1197831,18-04-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,40,575,230000,126500,0.6,Outlet,138000
Sports Direct,1197831,19-04-2021,South,Tennessee,Knoxville,Men's Apparel,45,550,247500,99000,0.4,Outlet,99000
Sports Direct,1197831,20-04-2021,South,Tennessee,Knoxville,Women's Apparel,55,825,453750,272250,0.6,Outlet,272250
Sports Direct,1197831,21-04-2021,South,Tennessee,Knoxville,Men's Street Footwear,45,775,348750,156938,0.5,Outlet,174375
Sports Direct,1197831,22-04-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,55,775,426250,191813,0.5,Outlet,213125
Sports Direct,1197831,23-04-2021,South,Tennessee,Knoxville,Women's Street Footwear,50,950,475000,213750,0.5,Outlet,237500
Sports Direct,1197831,24-04-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,45,475,213750,117563,0.6,Outlet,128250
Sports Direct,1197831,25-04-2021,South,Tennessee,Knoxville,Men's Apparel,50,475,237500,95000,0.4,Outlet,95000
Sports Direct,1197831,26-04-2021,South,Tennessee,Knoxville,Women's Apparel,55,725,398750,239250,0.6,Outlet,239250
Sports Direct,1197831,27-04-2021,South,Tennessee,Knoxville,Men's Street Footwear,50,675,337500,151875,0.5,Outlet,168750
Sports Direct,1197831,28-04-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,50,625,312500,140625,0.5,Outlet,156250
Sports Direct,1197831,29-04-2021,South,Tennessee,Knoxville,Women's Street Footwear,55,675,371250,167063,0.5,Outlet,185625
Sports Direct,1197831,30-04-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,55,400,220000,121000,0.6,Outlet,132000
Sports Direct,1197831,01-05-2021,South,Tennessee,Knoxville,Men's Apparel,50,400,200000,80000,0.4,Outlet,80000
Sports Direct,1197831,02-05-2021,South,Tennessee,Knoxville,Women's Apparel,45,625,281250,168750,0.6,Outlet,168750
Sports Direct,1197831,03-05-2021,South,Tennessee,Knoxville,Men's Street Footwear,35,575,201250,90563,0.5,Outlet,100625
Sports Direct,1197831,04-05-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,35,575,201250,90563,0.5,Outlet,100625
Sports Direct,1197831,05-05-2021,South,Tennessee,Knoxville,Women's Street Footwear,40,525,210000,94500,0.5,Outlet,105000
Sports Direct,1197831,06-05-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,40,375,150000,82500,0.6,Outlet,90000
Sports Direct,1197831,07-05-2021,South,Tennessee,Knoxville,Men's Apparel,35,350,122500,49000,0.4,Outlet,49000
Sports Direct,1197831,08-05-2021,South,Tennessee,Knoxville,Women's Apparel,45,525,236250,141750,0.6,Outlet,141750
Sports Direct,1197831,09-05-2021,South,Tennessee,Knoxville,Men's Street Footwear,30,675,202500,91125,0.5,Outlet,101250
Sports Direct,1197831,10-05-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,30,675,202500,91125,0.5,Outlet,101250
Sports Direct,1197831,11-05-2021,South,Tennessee,Knoxville,Women's Street Footwear,55,600,330000,148500,0.5,Outlet,165000
Sports Direct,1197831,12-05-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,55,475,261250,143688,0.6,Outlet,156750
Sports Direct,1197831,13-05-2021,South,Tennessee,Knoxville,Men's Apparel,55,450,247500,99000,0.4,Outlet,99000
Sports Direct,1197831,14-05-2021,South,Tennessee,Knoxville,Women's Apparel,65,650,422500,253500,0.6,Outlet,253500
Sports Direct,1197831,15-05-2021,South,Tennessee,Knoxville,Men's Street Footwear,55,800,440000,198000,0.5,Outlet,220000
Sports Direct,1197831,16-05-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,55,800,440000,198000,0.5,Outlet,220000
Sports Direct,1197831,17-05-2021,South,Tennessee,Knoxville,Women's Street Footwear,60,700,420000,189000,0.5,Outlet,210000
Sports Direct,1197831,18-05-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,60,550,330000,181500,0.6,Outlet,198000
Sports Direct,1197831,19-05-2021,South,Tennessee,Knoxville,Men's Apparel,55,500,275000,110000,0.4,Outlet,110000
Sports Direct,1197831,20-05-2021,South,Tennessee,Knoxville,Women's Apparel,65,750,487500,292500,0.6,Outlet,292500
Foot Locker,1185732,21-05-2021,South,Tennessee,Knoxville,Men's Street Footwear,35,425,148750,59500,0.4,Outlet,59500
Foot Locker,1185732,22-05-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,35,225,78750,27563,0.4,Outlet,31500
Foot Locker,1185732,23-05-2021,South,Tennessee,Knoxville,Women's Street Footwear,25,225,56250,19688,0.4,Outlet,22500
Foot Locker,1185732,24-05-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,30,75,22500,9000,0.4,Outlet,9000
Foot Locker,1185732,25-05-2021,Midwest,Nebraska,Omaha,Men's Apparel,45,125,56250,19688,0.4,Outlet,22500
Foot Locker,1185732,26-05-2021,Midwest,Nebraska,Omaha,Women's Apparel,35,225,78750,39375,0.5,Outlet,39375
Foot Locker,1185732,27-05-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,35,475,166250,66500,0.4,Outlet,66500
Foot Locker,1185732,28-05-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35,125,43750,15313,0.4,Outlet,17500
Foot Locker,1185732,29-05-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,25,175,43750,15313,0.4,Outlet,17500
Foot Locker,1185732,30-05-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,50,15000,6000,0.4,Outlet,6000
Foot Locker,1185732,31-05-2021,Midwest,Nebraska,Omaha,Men's Apparel,45,125,56250,19688,0.4,Outlet,22500
Foot Locker,1185732,01-06-2021,Midwest,Nebraska,Omaha,Women's Apparel,35,200,70000,35000,0.5,Outlet,35000
Foot Locker,1185732,02-06-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40,420,168000,67200,0.4,Outlet,67200
Foot Locker,1185732,03-06-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40,100,40000,14000,0.4,Outlet,16000
Foot Locker,1185732,04-06-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30,150,45000,15750,0.4,Outlet,18000
Foot Locker,1185732,05-06-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35,0,0,0,0.4,Outlet,0
Foot Locker,1185732,06-06-2021,Midwest,Nebraska,Omaha,Men's Apparel,50,50,25000,8750,0.4,Outlet,10000
Foot Locker,1185732,07-06-2021,Midwest,Nebraska,Omaha,Women's Apparel,40,150,60000,30000,0.5,Outlet,30000
Foot Locker,1185732,08-06-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40,375,150000,60000,0.4,Outlet,60000
Foot Locker,1185732,09-06-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35,75,26250,9188,0.4,Outlet,10500
Foot Locker,1185732,10-06-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,25,75,18750,6563,0.4,Outlet,7500
Foot Locker,1185732,11-06-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,0,0,0,0.4,Outlet,0
Foot Locker,1185732,12-06-2021,Midwest,Nebraska,Omaha,Men's Apparel,45,25,11250,3938,0.4,Outlet,4500
Foot Locker,1185732,13-06-2021,Midwest,Nebraska,Omaha,Women's Apparel,35,150,52500,26250,0.5,Outlet,26250
Foot Locker,1185732,14-06-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,45,420,189000,75600,0.4,Outlet,75600
Foot Locker,1185732,15-06-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40,125,50000,17500,0.4,Outlet,20000
Foot Locker,1185732,16-06-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,35,100,35000,12250,0.4,Outlet,14000
Foot Locker,1185732,17-06-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35,25,8750,3500,0.4,Outlet,3500
Foot Locker,1185732,18-06-2021,Midwest,Nebraska,Omaha,Men's Apparel,50,50,25000,8750,0.4,Outlet,10000
Foot Locker,1185732,19-06-2021,Midwest,Nebraska,Omaha,Women's Apparel,55,150,82500,41250,0.5,Outlet,41250
Foot Locker,1185732,20-06-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40,400,160000,64000,0.4,Outlet,64000
Foot Locker,1185732,21-06-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35,150,52500,18375,0.4,Outlet,21000
Foot Locker,1185732,22-06-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30,175,52500,18375,0.4,Outlet,21000
Foot Locker,1185732,23-06-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,150,45000,18000,0.4,Outlet,18000
Foot Locker,1185732,24-06-2021,Midwest,Nebraska,Omaha,Men's Apparel,45,150,67500,23625,0.4,Outlet,27000
Foot Locker,1185732,25-06-2021,Midwest,Nebraska,Omaha,Women's Apparel,50,325,162500,81250,0.5,Outlet,81250
Foot Locker,1185732,26-06-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,45,550,247500,99000,0.4,Outlet,99000
Foot Locker,1185732,27-06-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40,300,120000,42000,0.4,Outlet,48000
Foot Locker,1185732,28-06-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,35,225,78750,27563,0.4,Outlet,31500
Foot Locker,1185732,29-06-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35,175,61250,24500,0.4,Outlet,24500
Foot Locker,1185732,30-06-2021,Midwest,Nebraska,Omaha,Men's Apparel,45,175,78750,27563,0.4,Outlet,31500
Foot Locker,1185732,01-07-2021,Midwest,Nebraska,Omaha,Women's Apparel,50,350,175000,87500,0.5,Outlet,87500
Foot Locker,1185732,02-07-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,45,500,225000,90000,0.4,Outlet,90000
Foot Locker,1185732,03-07-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,45,275,123750,43313,0.4,Outlet,49500
Foot Locker,1185732,04-07-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,40,200,80000,28000,0.4,Outlet,32000
Foot Locker,1185732,05-07-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,125,37500,15000,0.4,Outlet,15000
Foot Locker,1185732,06-07-2021,Midwest,Nebraska,Omaha,Men's Apparel,40,100,40000,14000,0.4,Outlet,16000
Foot Locker,1185732,07-07-2021,Midwest,Nebraska,Omaha,Women's Apparel,45,275,123750,61875,0.5,Outlet,61875
Foot Locker,1185732,08-07-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40,400,160000,64000,0.4,Outlet,64000
Foot Locker,1185732,09-07-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35,200,70000,24500,0.4,Outlet,28000
Foot Locker,1185732,10-07-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,20,100,20000,7000,0.4,Outlet,8000
Foot Locker,1185732,11-07-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,20,75,15000,6000,0.4,Outlet,6000
Foot Locker,1185732,12-07-2021,Midwest,Nebraska,Omaha,Men's Apparel,30,75,22500,7875,0.4,Outlet,9000
Foot Locker,1185732,13-07-2021,Midwest,Nebraska,Omaha,Women's Apparel,35,150,52500,26250,0.5,Outlet,26250
Foot Locker,1185732,14-07-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40,325,130000,52000,0.4,Outlet,52000
Foot Locker,1185732,15-07-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30,150,45000,15750,0.4,Outlet,18000
Foot Locker,1185732,16-07-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30,50,15000,5250,0.4,Outlet,6000
Foot Locker,1185732,17-07-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,25,7500,3000,0.4,Outlet,3000
Foot Locker,1185732,18-07-2021,Midwest,Nebraska,Omaha,Men's Apparel,40,25,10000,3500,0.4,Outlet,4000
Foot Locker,1185732,19-07-2021,Midwest,Nebraska,Omaha,Women's Apparel,45,150,67500,33750,0.5,Outlet,33750
Foot Locker,1185732,20-07-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40,300,120000,48000,0.4,Outlet,48000
Foot Locker,1185732,21-07-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30,150,45000,15750,0.4,Outlet,18000
Foot Locker,1185732,22-07-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30,95,28500,9975,0.4,Outlet,11400
Foot Locker,1185732,23-07-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,125,37500,15000,0.4,Outlet,15000
Foot Locker,1185732,24-07-2021,Midwest,Nebraska,Omaha,Men's Apparel,50,100,50000,17500,0.4,Outlet,20000
Foot Locker,1185732,25-07-2021,Midwest,Nebraska,Omaha,Women's Apparel,55,200,110000,55000,0.5,Outlet,55000
Foot Locker,1185732,26-07-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,50,450,225000,90000,0.4,Outlet,90000
Foot Locker,1185732,27-07-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40,250,100000,35000,0.4,Outlet,40000
