order_id,payment_value,payment_value_category
bbc914b2842d3c32f438b913b31f0ff8,167.39,High
9210972190e4cf80bcfda96b9c4112d2,353.58,High
d6f83d3377bbf1697831ea355301fb87,113.18,Medium
a0b7e79b8a0c48aa2f4112b356be6e01,449.74,High
6644170ea0130942cfb3064dce01004a,333.68,High
9341630a8687fb3b0cd5483bada2bc98,133.06,Medium
67124ddb9431dc57aca8f687a178167d,102.64,Medium
d9ae780e2e7cd20bca43149fc09cf5bc,85.14,Medium
e44bc38d6b4a533a8bdf31db140f2d01,1004.52,High
15d2ed1b88ca436faafb7d7236dea795,76.08,Medium
999d0185fdc3859e118a76c1e7d8dfe4,25.33,Low
05123197f45cd213617dbd9523bd23f7,136.5,Medium
02ec4da9d03014f06d711d60eb37cc22,75.97,Medium
81aa3cffc965f29788470b3e2550da67,37.38,Low
bc7a8b1110cf6edfecfcb0a1484f36dd,85.6,Medium
4a02e985c7239d866a632f07ed20d9c0,48.62,Low
ade5cd7237fbcad3ccc1177645e6884f,162.81,High
3e0c3cab458e8b3cc8d1d38ecb7e7775,105.53,Medium
30eb48d11917481e5af28f68d39002e9,161.83,High
14e9f1caf8efa770b1a67ec0adf24737,131.76,Medium
3ef8344e342218131639ab03da0189cc,151.09,High
5600c1fabd9c27cf4dc4a3aaf57a8e29,58.16,Medium
5180f5ceec20f3f7d4c082c81a07926f,56.85,Medium
8c9479e56a7609daf0260e1ed2a1d674,115.35,Medium
5662e7f8bbc6abe55e104ac06994a731,57.69,Medium
e0a341e9f5a2c4c054ef1f49f6836414,30.09,Low
12788f3056c6392e73afcd37df5482ad,89.62,Medium
9781bfa503ca3104435070afafacd54e,497.59,High
0e0441786430b7cfcd0d91f822ea4c99,121.49,Medium
6519cf54b544974af32f148f9087f86c,80.81,Medium
20b44662cba0e4e87a3d794343c1076c,45.12,Low
3efdbf51c992266c11eb3938e67e77da,80,Medium
677b75c94abaf28f434d9f1be4c12808,68.48,Medium
0bde6dfc382fc35f1a5ebf8ddf8e639d,99.9,Medium
01144cadcf64b6427f0a6580a3033220,171.3,High
d8f468b709cfc1078e9574824a4e16ad,258.24,High
6a5c924707872ba699631777212bc781,85.15,Medium
95442deb81a5d91c97c0df96b431634a,368.98,High
979fdfc1766453994df684ee9637ec80,131.21,Medium
798f872475163b012f68c583819f0a39,24.73,Low
e3c57d0ebff7edcd11f4f15e59ccc852,25.31,Low
cf8734286de02dbdf9700cdf2bf07976,55.04,Medium
c5bed3a385f406c503841fed148952b9,174.64,High
38a467d0cbbbd3f0a4d3d61f79615b9e,352.98,High
9c83e600b8c156f1b50b753f30e93634,84.05,Medium
e8aa7100127932a65507b2cb5ffdd901,157.97,High
6714663b6b3db5c838d7590c6a7600e3,173.27,High
81c2a9cc7a5d970fa1cb04443002088b,73.03,Medium
b58c726e8f5ba3196c593b1837d25744,24.51,Low
6de0a6791e7af4ed0514498e5100370b,186.92,High
137e61abfdecd3bfc15f45999fbe8809,40.09,Low
3b26d4fe0e3bb6427ae7d3b446bd8c85,75.17,Medium
57990cc544625b86e3401474cdc330c4,43.1,Low
6a26bd1a037993f1205073dbeda67db4,67.12,Medium
3f70fa55743ebe05b4b94594c082dfc4,25.5,Low
a4a7cbfa5424f9c91c94e3483d80f99a,163.69,High
4a49f0eb11c5d69be2aec70f0368cb90,73.72,Medium
7e15d67fd47ef2c79326ca5358b1f5d2,134.45,Medium
eeaa75133a2e3ef15f077511708f7052,45.48,Low
344aec04212ff4fb3b73f86f50ad49b9,61.05,Medium
522edeff08426375a7001e01034c289b,116.24,Medium
44d2ec7f124befc9d02cd313f1af14c5,142.69,Medium
5e5d1342989d05440629e2162fa52d07,48.61,Low
f7535fb641a71ca3e0a6f2657dbfc51d,131.94,Medium
e3c4a1f61400e7db82ae759cacedc9a3,52.01,Medium
20f136d890c31a62486c809f91a5b098,117.68,Medium
8a780d9d26195c946d0252354ae3068a,61.05,Medium
75b1a5c661cf89c511ec6ec5da5c4c8e,58.13,Medium
f5e893bf1ab1969476ddb21ae35369df,286.64,High
9a92634d7c186b507d82bd00823929a2,67.29,Medium
5f3cebe9eabcc0a419086cf3bf38d74e,69.94,Medium
7c0b9b2385b65bd8c7aa778a843155e9,151.6,High
3ef5b9f1e389f2dcd9e2694ab91620e7,247.62,High
cbb39c59f8084f27c248bd5c3a1cde7b,244.35,High
790d7fdb41e9a2457520208c7a7eb0ca,75.07,Medium
c459d8ba2ab3f1d559fefa7ef0977cb9,111.93,Medium
f824b4829cd5241bb5e90df926d9434f,420.9,High
55369224caa140402df3d45387f08c41,146.96,Medium
4d830da4d207262a3965ac4429084d52,72.85,Medium
68051b9b65c4b30fc1252a2b69fe1d0b,125.77,Medium
505a3bb5ff0c07fe7d0557cab70693ae,193.51,High
d21711f4bfc26162d5a8e471d7edb25f,198.34,High
cee90a4ed9adb7e720e6007bcc43e4e3,62.01,Medium
63be17dc5497f1941b4d15f7be530387,224.43,High
06f0ad130c4b691011f1a12a33649a2b,97.39,Medium
5795989efabaace15f06689b3ab3c4c1,29.29,Low
97868e4c884bc85f4501ae0a66181cc9,172.84,High
6d17df1418ac08da686036d2a0359f5d,85.6,Medium
5d1a75b5ee80b3ef12a57b30a418975c,287.55,High
048cc31326007f07b576b46beddecc12,272.58,High
b798fc527c548bfa5f069b5b29195275,225.63,High
1e6d912e4c63965bb9eccf0cc765fc24,207.24,High
39c85a598770e3810eb97fd7bc6232d3,72.9,Medium
557cc2675910c4a6c9b54ad276f25097,56.77,Medium
0838c36e9894cf5d929f58210d5b5bb0,104.91,Medium
d51bf6ce24909fbeee788f10c841a55b,35,Low
ef95c45a2c0fca1b7aaee8da7c0013f1,38.05,Low
b2bb080b6bc860118a246fd9b6fad6da,173.84,High
6049ab061f1a014ee71d10cf04e045ef,53.6,Medium
bedae8df4e37a65ccbec319872296b89,433.07,High
0fadbc4e1debdc934ab72ff157d8be79,97.8,Medium
80d96347e69c438801f589825dbf0d66,295.4,High
d49fdab745d226473c5d4c8d762ff68b,62.62,Medium
2ac00a6a0a00ee7f8e2b235f8e361006,122.92,Medium
ff3753fe031ab5314a80e05249ecc275,154.3,High
f9f88b0c2d64a8b36cbf24b1b35cd3d9,144.78,Medium
ffa4b16322a614306db6981043a52056,84.57,Medium
a92ba1a2eafba406c847277f7cc5911d,48.62,Low
7fa1bc2ecbe5c7adc22222afa8e30520,219.54,High
4e998f9a0a0748cc381ea01aa6de635b,327.17,High
85e3fe590f151c833f6a8a7e21983712,69.04,Medium
186f651321d21b2a793c4cd866b7b62b,57.8,Medium
a8858a23008217d160630ef24a83f155,74.16,Medium
ef4c9493836f7e9cfb813f3669166a7b,81.76,Medium
15f8a954a337218a8196bae2dc3d801d,147.58,Medium
204afbf2adcafc867358369a658ea7aa,121.34,Medium
c90fb992daf8f63f00c1f7819f0897ab,214.32,High
64436f4f8512c1b4391df3458e082b94,63.63,Medium
b22b324b1e1fbc78c0f7006c3eacc3a4,76.61,Medium
d5f1b4c2e52be04dafb9cdacb1b86921,89.75,Medium
0f26ca22e6ca8daaeba3f8b5c03f2769,36.69,Low
cd68632e7dc6d980f29dc6826a936d03,199.15,High
8716d097800b4155b24097b15ff45fe3,126.21,Medium
c8ea1ac95f4f994f94fb57e99dcca985,49.01,Low
c401e0f907a3a0912a86473918b3aaa0,139.28,Medium
eb6856a5040be42730df3dd8004a39f7,908.67,High
8d6ed3e982e12a1684b31540309e044b,236.81,High
7cdd2629d064a16cd4b221c55152bd85,45.13,Low
e418e6620e03b70aed56a90a2b92db5d,335.48,High
ae49e90268bf29c43b79c9e447278c84,88.31,Medium
1486d33f863a8330379a999cb8c1ec36,192.95,High
d40d7acb41c23539b6b47ea86e260c28,96.66,Medium
bc444369eaecdac2463e2551eff32463,63.33,Medium
e4f554199fc4df9e7b805b6a452de525,17.38,Low
52636dd3c039f62169b0eb724af63047,77.77,Medium
928491f9ad93ae20de89668ea4a968e0,77.5,Medium
85bb28ec7b858a8b703d82a51b3f5e1f,36.05,Low
cb5c4ea12e93c16a94c2bf3dbafa0fe1,50.9,Medium
b4a53c840c47fa892902f68fd00c71cc,301.67,High
d9fa5ad719e1732700ccfc765c6ff6a6,117.14,Medium
cb2acc8f1def3d443b4716cdc8188102,35.69,Low
dde501be9ad20d82ea7709dbaade2aa0,71.36,Medium
d02add6627c4d73a21227674f39e6f86,151.7,High
f6e8b0a2438b3f7753f7af393c416c16,115.44,Medium
7536412c065c3c88cab8d15d406b24d8,28.09,Low
403b063e9e57ae6bbcfd6fae2bccfad4,127.25,Medium
f244841f5a461472de8de82f023b1371,116.05,Medium
c89d81740da0f2eca4cdbac9c558ed6a,116.85,Medium
ecdaf77dd1a8f3bbb92d88b14869b2f9,84.14,Medium
444a79f029a4c3fb4a713ef828f6800d,78.29,Medium
591083bc42b589c7052118aa83118e76,20,Low
a1b9ae5b3934e2757434214f3acba4a4,59.87,Medium
8a1af4b10efdc90daa0fbd611fee2420,43.62,Low
dd1dfe88448d5571a97af819c52776b4,68.89,Medium
f3f12fc90564a9b036680a887cd64668,144.94,Medium
cde746ccdc9bd5d1ee4772ec20c7bd13,56.6,Medium
7b8ad11294a3f23e9695000ab5f07a42,23.38,Low
d73f657ce49ec301ac81116e74bd0571,65.1,Medium
009ac365164f8e06f59d18a08045f6c4,8.75,Low
1c859fbb6e7f238f3f6134628b845f3a,26.09,Low
973753497a88aa596b6b6a94c0f5e0d9,255.42,High
b973e51d5b8172ede592b1378db59175,105.57,Medium
4d8facc97be05fe7125870fb933e0362,133.34,Medium
9bdcb4559b75d21a22fcd868d9e5dfec,348.02,High
649fbfef8ead059794ca4dff975904d0,150.78,High
604b550c04e61700ab7bcb2ac5b5ca53,710.23,High
d087b8e096ca051f548e29b324272834,72.05,Medium
b8188e1985fbf9e2b94e3a0b64d58074,86.15,Medium
c2cf3ca69af4ed31917198c6ba97107e,765.76,High
f92947b16fe446ea59a6d3de2cd7b819,1891.63,High
0229b2e398fde4545d32b5bb232973ad,1017.63,High
38006c12e16c03c74e2eb3113e238e5f,17.87,Low
1dcf0c8cd36ffaf57784fbdc90079310,157.15,High
010e7dda85fff564e8b7076ae3928efb,133.34,Medium
f0ea851516ffb7fbea588f7d200e3d43,93.64,Medium
035c01a45e289b155db4e47cf39b29d3,93.8,Medium
c9721963d4b95316401d2d75621f353c,543.29,High
11563e2d112ca4e95411cc5f2af8139b,37.37,Low
85951c338d992f64e7abac3d611dba6d,70.89,Medium
aa4cb17e191453bc29e2d1f67f38a4ab,48.15,Low
8a1f37725eebf19474556726f014f72d,31.74,Low
883ee9317106f1b48b157ecaddc83f64,48.23,Low
c8552e53c39ddd0a833f474899d5a966,165.39,High
0cc893e70885ba7fc151e85141326ef5,158.73,High
88857d91dc3370190060f4b06041e708,185.85,High
adfbf6c2a620196f9a3ec747491c72b7,67.5,Medium
0b35523db4e1c1ee70badc36fc9a4dba,156.68,High
8c53283eca3bc0e603a48f2b8725e96f,17.86,Low
edce2b8ca0cd95e95e9fdd2367beb2e3,124.09,Medium
752fa58357e17806a310c0739bf909fb,142.25,Medium
9378f7fb4dad9527f338b16cd75fc196,117.01,Medium
5cc9158bdd66e341bc4085933657d306,34.7,Low
ee234bfd26ca588915483995d811c1d0,619.86,High
b1a4848ea79dd95fd703aa8eebcfdf28,76.89,Medium
8141520643442c50aa531801cbc79e46,147.9,Medium
a1cff9f46b83ac0fb525c755e46851f8,148.35,Medium
e4798e36e5f3fb9c75a695fdb0a2936a,31.17,Low
a84c6f3ee879e72955a3fcaa2dc55771,205.98,High
522b2777aac040e0393106af251e3a1a,149.16,Medium
ee9ca989fc93ba09a6eddc250ce01742,5.31,Low
a911df1b9a76faaf67ece263358e285d,76.97,Medium
ca5fde2f82e0bb2a7e7727f165b28abe,24.38,Low
cd0589dd69b11dbb8ca5adbe3fb753e6,132,Medium
3a46c264be2fad6d10c5a7362d8cc2ff,188.69,High
6988f822e1f28e1b302229e4cf454bf9,94.64,Medium
d73ddd98199cde252b1c0ee783374da9,60.19,Medium
eb208b2789d0b383599396c007996073,21.16,Low
a9afb8f30ea1c72dd798b8eeaefcdff5,137.37,Medium
75da883b23f0ee17fc5811bc5573d225,385.42,High
a38d122ad3e07ca8d13e4a42059b98d2,161.62,High
beed527292a9e9a0e10bc602565b510c,406.56,High
7bbc66a921e0671f689e2bb419d3cf09,56.39,Medium
f732c55a86efa8dc400f0f4fae25a411,47.61,Low
09c681e9069e20d7f2ecd587151f1b88,311.57,High
5daa05e23e3d4dc6b95c1fa49dbfab7f,22.38,Low
58ee11026c2fdda6ff738c392cc5fb00,74.16,Medium
b6e916862e541946569d34420c6e9145,36.69,Low
49096a052563c7c07964cb46f6f4d572,126.09,Medium
8690e66d045afe5a5bd8b559cacd335a,280.12,High
2b3ec451746cbc17ebae5c0b8fc74406,166.29,High
0efd6177ac7aab7f85f78796d324b321,73.43,Medium
5df3ca6f9f8ff2d461a774ae097f9809,62.78,Medium
9e677b4bbd5d55506d4d8f1e5182dcb9,33.16,Low
faabc69ee9f9b4e81c8a4504fdacdc50,118.2,Medium
dedbf4a9f32dd77fa0d5db00bbf70b31,102.06,Medium
9459fe4630e1165c113f9fdb4ad5b261,44.66,Low
a4d1612b7bfa43ca6f14b27bfda0d1cd,31.6,Low
f28cf65c040ec0031234f04085debe30,218.06,High
6223139448b298754a0f5750c9f1db6a,238.08,High
6a9dd97887fbcc5e5bb1e10c9b019acb,32.23,Low
743419ee64432e471c306434e29245b6,116.32,Medium
2df92600294b6acc114b86b79dfff0f3,44.23,Low
a1c5f3004b6d0b17e7c63521c8971be1,171,High
f26bbe1ba1d50321617831285d0fe62c,42.39,Low
129751cc187cf2f43dcb7ea8f8fdcf0d,68.89,Medium
d2ce9688abb199cda1a106b293847827,37.37,Low
4703d00191e1f41e4d2f979ff7612729,190.37,High
3d48ddecaa9e06e1bb64461135dd7be2,121.09,Medium
e6f96e33b5d31862c79ab7b0eea58d25,124.8,Medium
bc3d816db1aa7215dbde5b1b00d3d32b,46.85,Low
d9abc12fab04ae2bd6cd0a45a66ca19f,153.83,High
dad1e3ac5ffebd3fb9664bdf1efd3064,159.56,High
d263c6d795845c0224adf410912ba638,92.57,Medium
e4ba1a004c49a4399b0cd95fdc64a7e4,244.8,High
10f5c2d2d4bfa731b1ea9cdcb6175099,97.83,Medium
34fa8bc180c03d1b4c70250bca0adace,103.55,Medium
d57c982355905f7bf6cd8aad41ccc658,144.47,Medium
78d08dbbd210373254dc4730f3aa25a0,79.24,Medium
abbf6b153da3839e0c12cb1e78c1569a,79.56,Medium
7d82352218a3ff20e045b8e5062dc39c,89.61,Medium
8e69cb6bacc0ad1b8f16f6990e9375ac,88.9,Medium
76437a7cb17e400752d72fe54dd85c77,247.52,High
b4af9113418b5d23955be04b49dc6f96,75.66,Medium
ed510933339bd7b6d8e16d6c83026998,86.02,Medium
d1845227bab7e5c1f169cf2a98d742a1,127.38,Medium
385419e97be72d63a6bf3c005c838df2,21.77,Low
7182e129d91eb324a925d8f1f8221d88,214.14,High
ce70855bb79f7086da0e4974f7324ac1,47.84,Low
1a0ce44b1b78ab7a0abb0bdf7062b2c4,98.7,Medium
42b0a4705f0e4429580990e6e0657529,123.25,Medium
c6a76def310a4f508d6b11884e8a01f5,98.35,Medium
3489314598632acec4c8a6aee1c781ce,46.3,Low
363fe8f62de97e4334f5c88e3d9e73a8,89.91,Medium
b144a6fef45d3b18724be5d033e8d500,485.3,High
ca1e57dd2789cc1abefc1e5b9a76e26f,42.32,Low
6616b080a04b814ab8245f7d0d386025,76.74,Medium
f46e4c3b10d88caacf23b8ee4d674d7e,50.35,Medium
572c4bbf0f5f85a9b4a2c4fe0c7f04d5,69.46,Medium
9b8254228cafa6a7e497fc21d7268c05,37.79,Low
0afa4eb653f04cb1809253eb3b1f9768,335.46,High
0f21631dd255a459deaaafb7a98600dd,235.7,High
85e710051891004eca4f527adcadd0c3,69.8,Medium
8543d2d86c69647af5e2d957c3d21b85,92.99,Medium
a9b030fadde5aba797d5401eb6623d12,55.92,Medium
3549d4f44bac42a299415349e0fcad15,206.08,High
3f113daaf8b405bcc4349a2812061fa4,5.77,Low
cb6788e2b64ab1ddde45555de93c809f,248.85,High
2a1ceca1522e8bf484583ef111e921c4,58.98,Medium
9a99c1f97699ec839f7966eb7c7d5afa,140.94,Medium
f4d71a4da431f1650c221ad918e22290,101.12,Medium
7efd95780798d3826acbaafd16953320,247.85,High
2fac55edfd9754d1a0e7ecc67d48d08d,80.47,Medium
fbcb9c1c272d20d294b3d5cc25ccc417,67.93,Medium
aa168056de685bc1be4c86543a14a845,54.1,Medium
132f1e724165a07f6362532bfb97486e,179.46,High
536a79f3bcb2ac2163cd5c46695fb573,69.09,Medium
cccb62677b6ed93ec68f4428a0ad81ee,81.72,Medium
6e8e751584b3e3141e3e3c39f71408c2,187.15,High
769246167cd690b84b951cbef38d3d7c,204.08,High
968ce3e13bbc09dc91d26a2f0208d99d,200.55,High
5798f00aab0a4ab662bf6fcb12632d79,238.63,High
2cfd5a10761ea2f9ebe13e7204c54c37,46.01,Low
d1ccec3180d63d8bfd37f65d34f07da5,27.67,Low
b64ac23ab101c7a751f630414df68790,667.88,High
497bb8ade48b55b142982e508307a14d,103.2,Medium
1de86d094f7dd41cca13d246d3b7fd07,61.97,Medium
279cc62fe9c5a9e6a7ad5a7536560944,116.56,Medium
8a170c32858870f69d7a3477fcca9a4b,64.05,Medium
5429402f55e24651d38a030602f4b50c,46.84,Low
0588a3721b3d0a1f0b549fb84fd9cf10,109.31,Medium
a04639b53f2cbd1f77b63ed44168566e,44.83,Low
4f037f852cf9b1a96760775d55221c33,84.23,Medium
43ad25e09be659b55ed165e2dd94f360,159.83,High
f9d90a312f7c442297e418dbf9564475,33,Low
312182e0c020c06cbe244ddb6d4fe780,41.88,Low
ada812c7806382c3085a5f5024bc17ca,37.25,Low
7889e9a569a5488a0c9d93381a13d5ba,196.41,High
15b491e3b8cc65b5a45e2b1bebd89042,31.42,Low
59ee573107dc652d64099e2e834aa730,124.02,Medium
8b4bddf7147c2e258a07697c3db41203,478.37,High
b7e339d3c4aefa73f6e86875b78250f3,147.61,Medium
2ae87534d2afc8b5a768988977c8d582,218.49,High
282773acd16280567c37f4f31012147f,46.13,Low
c5bb91ea2129a21a4f424d356a4d28fa,243.62,High
2d7242fbb71116bf37dbca71205bc157,57.69,Medium
e807a70014b92cf251b7b8f3768b023f,67.88,Medium
1dfe460e88f7ff1daca47feab6cd614d,202.98,High
5e1a8017512badbdf543b509991dba6d,235.28,High
c4bc2a01f871554711dadb82537413f2,89.36,Medium
a72d1276fd9d74c154120c3a11eba771,75.69,Medium
0f090dd2d83a9d755108584313c8208d,48.16,Low
3f265b4152ce33df196725325e99ef49,59.23,Medium
101fa9bbc869f267953a48b0f659dc62,131.47,Medium
3dd45cc3460f14bbe6c2249a8019a450,38.37,Low
6bf6d79b7a1a551ef6621a52c435ed1e,188.94,High
550f1d2fa6888807a4ffb1d80d06f899,103.27,Medium
189ede25eb8522abcbd3592d08811f85,280.08,High
20aa4f85b1ed8d98e5c742c1a003db9c,50,Medium
068ef03abe39323450b52f486b34bf3d,76.78,Medium
59249f8efaa491f566ba65d67ca9c254,195.12,High
a29c6282a6e4ec30881051cfaa99029c,375.22,High
202c632ebb14ebfabad48f43c9a9f166,205.31,High
08724b06f2204993989fa6c331dfa3d6,76.3,Medium
76c025e93388599ae9e136363ee1c00b,135.97,Medium
c10c68068674aaf6ca04ad0387969333,48.1,Low
3f8dc90a470531b954d9b654e20c58af,98,Medium
09b9b2b8758ca1fd4a9bcd3f2af6fb10,197.63,High
19638eaf909ee58b9c2e68fcbe112d11,137.32,Medium
5a1f6d22f7dfb061ef29216b9af687a1,47.69,Low
ca29aec188eb04a764fce98c6f69232c,168.35,High
4dd3c282d6328a8fb01d1051b830caf5,50,Medium
33e9e7bf59600996dd1a153ce751753d,120.05,Medium
8b0d556af68672c609357030e4672671,27.23,Low
70809734fe201ea6db6d4577b84a3022,163.08,High
68986e4324f6a21481df4e6e89abcf01,16.54,Low
ea9f37dbd83c492fc3b37d6b9e6441ad,123.69,Medium
5c78dd4658f7e317f7e2b71fe2abf783,37.44,Low
ac2a626df847783c310f77108af182ea,244.15,High
906f4bc65b707953aee3d6462aa07e8d,129.79,Medium
31be75ffd0c4b58ca777e72cd2352b14,95.99,Medium
18479ed06f428cd8d50702b4decdae1b,149.89,Medium
d10d28ad0c77f6e4e64642c7069a9f80,43.37,Low
251d586514cbf0cace61e03c54a7bf1c,311.18,High
1f78449c87a54faf9e96e88ba1491fa9,341.09,High
94cbbe30434a51f71837965608aa41e1,69.06,Medium
43f32fa8b0b6eaf74033bdb392a481a7,186.47,High
20c01dd7a0783578fb672819519685ca,248.36,High
59bdf4abef7b3ebc43ac9d4865b426d9,62.91,Medium
21e37650ff5769ef4eaa10725322d871,273.98,High
68e77d6af71665b7749d1e4ce51835ae,134.49,Medium
e547c4009f2792489ad11ee1d89d13de,45.09,Low
7c638ebd9a22fdf7ccaea280a3aa351a,135.08,Medium
0fe66ba925b98652d484ad6af89402e7,230.1,High
d3e774a185c0b1b2286ffd6c70abe2e6,117.74,Medium
1b73309833a72dabf3c1ae88863c3a29,81.14,Medium
106f6c512adbf8efc43791f75692d25c,14.38,Low
051d3d717e96b76b07fc9076b88d671f,86.61,Medium
7aad0379bac4fe5dcb0a97650eaf957d,51.01,Medium
e80158981f299f984453ee1a55275764,28.4,Low
8effe67a72c715f926a6dc1a616a5ea9,33.51,Low
6554129577eff36836f1a93894b64f42,139.8,Medium
754edc03c66f1bd22203c465db885cbf,69.56,Medium
60e43c5f5ba559d9dd19357ed72cb2f2,78.3,Medium
3ac963599c50b9beedbcebb47eb33af9,123.04,Medium
e760cfb29c60e22956a48ad4c4e6a639,31.84,Low
6c20d70e7c720f7895651a703e320b86,76.72,Medium
3235a845429a20753974e4bd70773c6f,104.19,Medium
8e5148bee82a7e42c5f9ba76161dc51a,0.67,Low
8e5148bee82a7e42c5f9ba76161dc51a,156.55,High
2e2dd1119ebf597a9c05d80b5d6eeace,105.42,Medium
64e64a4dd77d71d6bc307f24af1e55ac,22.29,Low
d1e7343d9fea35ce6330478c84f0fb7f,71.49,Medium
06bb67936cfa5ac3f449e4f6733de4b1,20,Low
e1b6234c322ab01a32771bf57c597043,156.09,High
5b8c38123823347dea1d23abd2635c21,347.83,High
8b2ceb139bb51537042aac7481130f5f,167.43,High
95e0f3f5f3e71382baece16f6fa8270a,127.89,Medium
52217c0ab449b049002b45c4d68f7bb4,175.9,High
79dbadc3cd0a6aa1b1fc17d005721668,54.34,Medium
5f2dab3e956c0fd71c9df923c30faf33,34.75,Low
ca8f94a99a8120c559e416275a535066,92.76,Medium
12e336061c0f1f6d33710d969ba62bec,55.69,Medium
9b9a93b680e8808b6da57cbfb3836a62,121.68,Medium
3f4870bf4008a2351a4855a865c454c7,223.14,High
33afe754f48de3e2e8abaf42f1d6281e,122.01,Medium
4dd08fa7dea495346c25580cf491fd79,55.38,Medium
07144524b0b12343da7f0e7227dcb28d,100.34,Medium
cb666a5ed3eec739fae136c3da8552c7,264.67,High
4ef50a2c9652e429d7d7591a0712aad0,135.72,Medium
580b08c73a274ac48d8e8c24d6364f2d,31.75,Low
afdb52c08c5d497fe471069341921788,47.79,Low
d4c04d37c42b6f03e9a2072bad331bbc,235.57,High
d1c60fd7acd42b1d2e2aecfeff348b23,67.62,Medium
b96cb3fd98ba13f5a573fc64dfe1ee10,20.75,Low
2d824bac66ec7467745b2defcee22c1e,165.31,High
4cc95216e51190048472a2baf6fa53ee,56.05,Medium
3396030721df1dfa13174f9aa28c020b,128.45,Medium
3ec09614b4f70768683f64a1aea0a3a8,21.84,Low
580ae081b21388e953adf8add5a26b3b,198.56,High
168a50979a16bb744fe45d11356ebedc,66.59,Medium
b168316aac3ca36c5087b0e250c9008f,31,Low
4495f1b55b727a6ca639505afc688e17,69.61,Medium
e398683c47bda1cf86be8772a50b4579,58.71,Medium
73a516c7297dcd6a809778fd0cb8bdd4,193.46,High
32b1d8f3789a57f1f752e20ac7404b4c,56.6,Medium
e4e3babab4d0f208cb6963df2458709d,92.57,Medium
7f4214f76d60bda5b31f6003e8efe6bc,111.69,Medium
3c90356d0505af8fad4231e48886ba3e,68.34,Medium
c9f23db8a1cb725df9bdb3383bd72b38,169.34,High
0b65284a1a74114ea029b7676fdc1ba3,144.2,Medium
741ec8db84b412611b43fbe607c884c0,109.5,Medium
09db1ec04535cf2bba4a73954a252e41,334.98,High
de1f7486e03b78ba57d0f814b925ead3,171.29,High
6ef39ba9ebeec91e5c34444a2c9bbb24,141.32,Medium
a20244bef3bafb6f4d37e3603539336d,1173.44,High
2d06d0f685d85988dd10f283e5da1270,342.38,High
a7be2467cdcb078b2ffdea6fd401952d,31.63,Low
a477cdebba202e2c15cae2e35dbac3b3,113.52,Medium
f40d6e04209aafd02ba09a7bf54146bf,46.77,Low
1c7a2b989035d96cd218d9b9f352c098,238.23,High
aeb81ccabe4f164a26e763cd5b07fd99,70.89,Medium
984c8458b4e17a487d85b16c9ce0f00c,143.99,Medium
5bbc94ad182b8b20ea955b1c3cae7d60,538.07,High
df9a9799d18fea4a40cc802a44f7c400,31.75,Low
2f5c9e01ce9f58ed0a7ce97bcb667a33,99.43,Medium
65c863d90026e9dd4888e28d2135c983,50,Medium
f409e6b1a36ed880f8c2280446f9e6bb,621.83,High
cf4eff954b06c19d96be7d6792a1da3c,48.13,Low
baa6a79da6b02b2a756bafd22ca73636,66.78,Medium
558a2813efccba296a15fdc10cd85acf,83.34,Medium
8ef3801f58da6b652a3082e1fa5b6589,129.15,Medium
3f1dd297747aab080b039b92ef7809a7,81.43,Medium
ccc1002577e950545f551f79bd3cf01c,40.86,Low
66c2a643ac74cde86624a0c15a95327a,224.39,High
6ca9c0a909bbc8eebf30f6c1fdd2c3af,487.86,High
2ff04f721a0ccf086506b4ba443d924a,32.13,Low
cead9dc81ce08f2255afff2701c569d2,186.85,High
e9385a6ce895738e4ea275adb91aa955,27.79,Low
5be8d4719fe2e3669e2d07dddf3b6b0c,117.85,Medium
6a4fd1d9a1dbdf8a12102fafa2abeff6,60.24,Medium
a06a669230c816de8d78362b370dd46a,91.03,Medium
3be1b5820b7f93acc617a3b680f37c91,349.99,High
394eefeb1d359eb230a22ba3bd68f072,172.92,High
e7d4ae390bc647da72d2aa2a9faad141,337.5,High
8533051a3ddfba857f39aa28d5b7a8f1,67.93,Medium
efc0a4486f951c342875c6ffdeca315a,59.9,Medium
64234b0749a3c2853676c704243ac626,46.29,Low
19546679faff011a366725587c0d944d,171.02,High
3ca220335d57d2c3accc9bb4816d7035,84.92,Medium
54b4da510fed5dc3cf3e7a8e50a5f224,317.64,High
d6b2b9dc8bf43a16cb94c37a1ba3a9a6,109.4,Medium
6e9b4255caf63ea821955da352e67498,7.54,Low
3b697a20d9e427646d92567910af6d57,45.46,Low
77a4cc7b685fb19e55b78931185be0eb,172.16,High
8dcb7601ceb0b144a5fdd0055b91ba28,97.71,Medium
63003bf6e2058e236f3f9ebb2872b234,112.13,Medium
ae1126b6891f58552443772c80b1f562,133.81,Medium
cf7dd05504fa5d4ddab58fcb69bb18a6,111.86,Medium
84fea092818c45e87513a303e49893ea,101,Medium
9a43b717c408493ff788aeb5d11d0684,33.18,Low
9027f38fa8afb91a7ad77fd92abf97a1,477.45,High
b4280f952d27844984353301a4e5188f,19.77,Low
f66b2f5f778a4ba2ab4b97679dd30f64,118.43,Medium
3bfd863aeb764ee13e7a3909ca8be2a5,50,Medium
d6fd1a476eb810f979d9cbd33ce43bd2,125.42,Medium
51fb61776ef5371653e8b4e1c99d1c12,31.96,Low
672410cce728c5bc55061e45e7a9982e,29.63,Low
